# Field minima and maxima
# Time         	field          	min            	location(min)  	max            	location(max)  
0              	U              	0.0000000e+00	(2.5225794e+00 1.7151207e-01 6.4900000e+00)	1.7320508e-01	(7.1919808e-02 6.5388253e-02 7.7903065e-02)
55             	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	7.2579218e+00	(3.0771046e+00 2.5810894e+00 6.9673570e+00)
55             	T              	2.9144228e+02	(3.0771009e+00 2.6462988e+00 6.9669740e+00)	3.0281007e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
55             	p_rgh          	-2.7688345e+01	(3.4816141e+00 2.5843717e+00 6.9653813e+00)	3.5900019e+00	(2.8005248e+00 1.3406753e+00 5.3916656e+00)
56             	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	7.4117057e+00	(3.0771046e+00 2.5810894e+00 6.9673570e+00)
56             	T              	2.9144194e+02	(3.0771009e+00 2.6462988e+00 6.9669740e+00)	3.0281007e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
56             	p_rgh          	-2.7818920e+01	(3.4816141e+00 2.5843717e+00 6.9653813e+00)	3.4607783e+00	(2.8005248e+00 1.3406753e+00 5.3916656e+00)
57             	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	7.5796342e+00	(3.0771046e+00 2.5810894e+00 6.9673570e+00)
57             	T              	2.9144164e+02	(3.0771009e+00 2.6462988e+00 6.9669740e+00)	3.0281007e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
57             	p_rgh          	-2.7945255e+01	(3.4816141e+00 2.5843717e+00 6.9653813e+00)	3.2627784e+00	(2.8005248e+00 1.3406753e+00 5.3916656e+00)
58             	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	7.7618907e+00	(3.0771046e+00 2.5810894e+00 6.9673570e+00)
58             	T              	2.9144137e+02	(3.0771009e+00 2.6462988e+00 6.9669740e+00)	3.0281008e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
58             	p_rgh          	-2.8063791e+01	(3.4816141e+00 2.5843717e+00 6.9653813e+00)	3.0845235e+00	(2.8005248e+00 1.3406753e+00 5.3916656e+00)
59             	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	7.9582302e+00	(3.0771046e+00 2.5810894e+00 6.9673570e+00)
59             	T              	2.9144119e+02	(3.0771009e+00 2.6462988e+00 6.9669740e+00)	3.0281008e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
59             	p_rgh          	-2.8171065e+01	(3.4816141e+00 2.5843717e+00 6.9653813e+00)	2.9383146e+00	(2.8005248e+00 1.3406753e+00 5.3916656e+00)
60             	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	8.1678615e+00	(3.0771046e+00 2.5810894e+00 6.9673570e+00)
60             	T              	2.9144111e+02	(3.0771009e+00 2.6462988e+00 6.9669740e+00)	3.0281008e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
60             	p_rgh          	-2.8264868e+01	(3.4816141e+00 2.5843717e+00 6.9653813e+00)	2.8400235e+00	(2.8005248e+00 1.3406753e+00 5.3916656e+00)
61             	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	8.3896106e+00	(3.0771046e+00 2.5810894e+00 6.9673570e+00)
61             	T              	2.9144118e+02	(3.0771009e+00 2.6462988e+00 6.9669740e+00)	3.0281008e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
61             	p_rgh          	-2.8344755e+01	(3.4816141e+00 2.5843717e+00 6.9653813e+00)	2.7895235e+00	(2.8005248e+00 1.3406753e+00 5.3916656e+00)
62             	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	8.6316435e+00	(3.0079719e+00 2.5810883e+00 6.9673547e+00)
62             	T              	2.9144149e+02	(3.0771009e+00 2.6462988e+00 6.9669740e+00)	3.0281008e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
62             	p_rgh          	-2.8408674e+01	(3.4816141e+00 2.5843717e+00 6.9653813e+00)	2.7837487e+00	(2.8005248e+00 1.3406753e+00 5.3916656e+00)
63             	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	8.9079339e+00	(3.0079719e+00 2.5810883e+00 6.9673547e+00)
63             	T              	2.9144220e+02	(3.0771009e+00 2.6462988e+00 6.9669740e+00)	3.0281008e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
63             	p_rgh          	-2.8452080e+01	(3.4816141e+00 2.5843717e+00 6.9653813e+00)	2.7974962e+00	(2.8005248e+00 1.3406753e+00 5.3916656e+00)
64             	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.1950413e+00	(3.0079719e+00 2.5810883e+00 6.9673547e+00)
64             	T              	2.9144339e+02	(3.0771009e+00 2.6462988e+00 6.9669740e+00)	3.0281008e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
64             	p_rgh          	-2.8471350e+01	(3.4816141e+00 2.5843717e+00 6.9653813e+00)	2.7955849e+00	(2.8005248e+00 1.3406753e+00 5.3916656e+00)
65             	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.4892392e+00	(3.0079719e+00 2.5810883e+00 6.9673547e+00)
65             	T              	2.9144461e+02	(2.8005410e+00 1.2031145e+00 5.2900000e+00)	3.0281008e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
65             	p_rgh          	-2.8464740e+01	(3.4816141e+00 2.5843717e+00 6.9653813e+00)	2.7630824e+00	(2.8005248e+00 1.3406753e+00 5.3916656e+00)
66             	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7861441e+00	(3.0079719e+00 2.5810883e+00 6.9673547e+00)
66             	T              	2.9144460e+02	(2.8005387e+00 1.2031165e+00 5.3234250e+00)	3.0281008e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
66             	p_rgh          	-2.8431739e+01	(3.4816141e+00 2.5843717e+00 6.9653813e+00)	2.6932099e+00	(2.8005248e+00 1.3406753e+00 5.3916656e+00)
67             	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	1.0080671e+01	(3.0079719e+00 2.5810883e+00 6.9673547e+00)
67             	T              	2.9144457e+02	(2.8005387e+00 1.2031165e+00 5.3234250e+00)	3.0281008e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
67             	p_rgh          	-2.8370064e+01	(3.4816141e+00 2.5843717e+00 6.9653813e+00)	2.6811239e+00	(1.3484342e+00 2.5500000e+00 6.9681118e+00)
68             	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	1.0376640e+01	(2.9388275e+00 2.5810881e+00 6.9673538e+00)
68             	T              	2.9144454e+02	(2.8005387e+00 1.2031165e+00 5.3234250e+00)	3.0281008e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
68             	p_rgh          	-2.8276377e+01	(3.4816141e+00 2.5843717e+00 6.9653813e+00)	3.4359068e+00	(1.3484342e+00 2.5500000e+00 6.9681118e+00)
69             	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	1.0711630e+01	(2.9388275e+00 2.5810881e+00 6.9673538e+00)
69             	T              	2.9144451e+02	(2.8005387e+00 1.2031165e+00 5.3234250e+00)	3.0281008e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
69             	p_rgh          	-2.8149552e+01	(3.4816141e+00 2.5843717e+00 6.9653813e+00)	4.6693992e+00	(1.3484342e+00 2.5500000e+00 3.1888240e-02)
70             	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	1.1027817e+01	(2.9388275e+00 2.5810881e+00 6.9673538e+00)
70             	T              	2.9144446e+02	(2.8005387e+00 1.2031165e+00 5.3234250e+00)	3.0281008e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
70             	p_rgh          	-2.7988497e+01	(3.4816141e+00 2.5843717e+00 6.9653813e+00)	5.9568703e+00	(1.3484342e+00 2.5500000e+00 3.1888240e-02)
71             	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	1.1283408e+01	(2.9388275e+00 2.5810881e+00 6.9673538e+00)
71             	T              	2.9144440e+02	(2.8005387e+00 1.2031165e+00 5.3234250e+00)	3.0281008e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
71             	p_rgh          	-2.7792878e+01	(3.4816141e+00 2.5843717e+00 6.9653813e+00)	7.2441454e+00	(1.3484342e+00 2.5500000e+00 3.1888240e-02)
72             	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	1.1474444e+01	(2.8696789e+00 2.5810882e+00 6.9673534e+00)
72             	T              	2.9144434e+02	(2.8005387e+00 1.2031165e+00 5.3234250e+00)	3.0281008e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
72             	p_rgh          	-2.7571970e+01	(3.4816141e+00 2.5843717e+00 6.9653813e+00)	8.4546928e+00	(1.3484342e+00 2.5500000e+00 3.1888240e-02)
73             	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	1.1656547e+01	(2.8696789e+00 2.5810882e+00 6.9673534e+00)
73             	T              	2.9144429e+02	(2.8005387e+00 1.2031165e+00 5.3234250e+00)	3.0281008e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
73             	p_rgh          	-2.7315329e+01	(3.4816141e+00 2.5843717e+00 6.9653813e+00)	9.5232990e+00	(1.3484342e+00 2.5500000e+00 3.1888240e-02)
74             	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	1.1793437e+01	(2.8696789e+00 2.5810882e+00 6.9673534e+00)
74             	T              	2.9144425e+02	(2.8005387e+00 1.2031165e+00 5.3234250e+00)	3.0281008e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
74             	p_rgh          	-2.7017803e+01	(3.4816141e+00 2.5843717e+00 6.9653813e+00)	1.0474517e+01	(1.3484342e+00 2.5500000e+00 3.1888240e-02)
75             	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	1.1898701e+01	(2.8696789e+00 2.5810882e+00 6.9673534e+00)
75             	T              	2.9144416e+02	(2.8005275e+00 1.2031274e+00 5.3918926e+00)	3.0281008e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
75             	p_rgh          	-2.6677354e+01	(3.4816141e+00 2.5843717e+00 6.9653813e+00)	1.1367771e+01	(1.3484342e+00 2.5500000e+00 3.1888240e-02)
76             	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	1.1980021e+01	(2.8696789e+00 2.5810882e+00 6.9673534e+00)
76             	T              	2.9144385e+02	(2.8005275e+00 1.2031274e+00 5.3918926e+00)	3.0281008e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
76             	p_rgh          	-2.6298275e+01	(3.4816141e+00 2.5843717e+00 6.9653813e+00)	1.2218193e+01	(1.3484342e+00 2.5500000e+00 3.1888240e-02)
77             	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	1.2039889e+01	(2.8696789e+00 2.5810882e+00 6.9673534e+00)
77             	T              	2.9144351e+02	(2.8005275e+00 1.2031274e+00 5.3918926e+00)	3.0281008e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
77             	p_rgh          	-2.6543829e+01	(2.6621314e+00 2.5862874e+00 6.5269507e+00)	1.3040326e+01	(1.3484342e+00 2.5500000e+00 3.1888240e-02)
78             	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	1.2080304e+01	(2.8696789e+00 2.5810882e+00 6.9673534e+00)
78             	T              	2.9144321e+02	(2.8005275e+00 1.2031274e+00 5.3918926e+00)	3.0281008e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
78             	p_rgh          	-2.6843398e+01	(2.6621314e+00 2.5862874e+00 6.5269507e+00)	1.3811274e+01	(1.3484342e+00 2.5500000e+00 3.1888240e-02)
79             	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	1.2101517e+01	(2.8696789e+00 2.5810882e+00 6.9673534e+00)
79             	T              	2.9144298e+02	(2.8005275e+00 1.2031274e+00 5.3918926e+00)	3.0281008e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
79             	p_rgh          	-2.7151725e+01	(2.6621314e+00 2.5862874e+00 6.5269507e+00)	1.4520364e+01	(1.3484342e+00 2.5500000e+00 3.1888240e-02)
80             	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	1.2103084e+01	(2.8696789e+00 2.5810882e+00 6.9673534e+00)
80             	T              	2.9144282e+02	(2.8005275e+00 1.2031274e+00 5.3918926e+00)	3.0281008e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
80             	p_rgh          	-2.7466813e+01	(2.6621314e+00 2.5862874e+00 6.5269507e+00)	1.5165631e+01	(1.3484342e+00 2.5500000e+00 3.1888240e-02)
81             	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	1.2084663e+01	(2.8696789e+00 2.5810882e+00 6.9673534e+00)
81             	T              	2.9144271e+02	(2.8005275e+00 1.2031274e+00 5.3918926e+00)	3.0281008e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
81             	p_rgh          	-2.7784233e+01	(2.6621314e+00 2.5862874e+00 6.5269507e+00)	1.5757761e+01	(1.3484342e+00 2.5500000e+00 3.1888240e-02)
82             	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	1.2048438e+01	(2.8696789e+00 2.5810882e+00 6.9673534e+00)
82             	T              	2.9144264e+02	(2.8005275e+00 1.2031274e+00 5.3918926e+00)	3.0281008e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
82             	p_rgh          	-2.8097649e+01	(2.6621314e+00 2.5862874e+00 6.5269507e+00)	1.6307616e+01	(1.3484342e+00 2.5500000e+00 3.1888240e-02)
83             	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	1.1996142e+01	(2.8696789e+00 2.5810882e+00 6.9673534e+00)
83             	T              	2.9144260e+02	(2.8005275e+00 1.2031274e+00 5.3918926e+00)	3.0281008e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
83             	p_rgh          	-2.8411257e+01	(2.6621314e+00 2.5862874e+00 6.5269507e+00)	1.6815796e+01	(1.3484342e+00 2.5500000e+00 3.1888240e-02)
84             	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	1.1929018e+01	(2.8696789e+00 2.5810882e+00 6.9673534e+00)
84             	T              	2.9144257e+02	(2.8005275e+00 1.2031274e+00 5.3918926e+00)	3.0281008e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
84             	p_rgh          	-2.8728395e+01	(2.7313375e+00 2.5862768e+00 6.5269203e+00)	1.7281871e+01	(1.3484342e+00 2.5500000e+00 3.1888240e-02)
85             	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	1.1848093e+01	(2.8696789e+00 2.5810882e+00 6.9673534e+00)
85             	T              	2.9144253e+02	(2.8005275e+00 1.2031274e+00 5.3918926e+00)	3.0281008e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
85             	p_rgh          	-2.9038212e+01	(2.7313375e+00 2.5862768e+00 6.5269203e+00)	1.7706337e+01	(1.3484342e+00 2.5500000e+00 3.1888240e-02)
86             	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	1.1754541e+01	(2.8696789e+00 2.5810882e+00 6.9673534e+00)
86             	T              	2.9144248e+02	(2.8005275e+00 1.2031274e+00 5.3918926e+00)	3.0281008e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
86             	p_rgh          	-2.9341115e+01	(2.7313375e+00 2.5862768e+00 6.5269203e+00)	1.8105793e+01	(2.7313716e+00 2.5500000e+00 3.1884849e-02)
87             	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	1.1649512e+01	(2.8696789e+00 2.5810882e+00 6.9673534e+00)
87             	T              	2.9144243e+02	(2.8005275e+00 1.2031274e+00 5.3918926e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
87             	p_rgh          	-2.9632056e+01	(2.7313375e+00 2.5862768e+00 6.5269203e+00)	1.8763190e+01	(2.7313716e+00 2.5500000e+00 3.1884849e-02)
88             	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	1.1534183e+01	(2.8696789e+00 2.5810882e+00 6.9673534e+00)
88             	T              	2.9144240e+02	(2.8005275e+00 1.2031274e+00 5.3918926e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
88             	p_rgh          	-2.9907747e+01	(2.7313375e+00 2.5862768e+00 6.5269203e+00)	1.9368556e+01	(2.7313716e+00 2.5500000e+00 3.1884849e-02)
89             	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	1.1409519e+01	(2.8696789e+00 2.5810882e+00 6.9673534e+00)
89             	T              	2.9144238e+02	(2.8005275e+00 1.2031274e+00 5.3918926e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
89             	p_rgh          	-3.0168389e+01	(2.7313375e+00 2.5862768e+00 6.5269203e+00)	1.9968605e+01	(2.7313716e+00 2.5500000e+00 3.1884849e-02)
90             	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	1.1275690e+01	(2.8696789e+00 2.5810882e+00 6.9673534e+00)
90             	T              	2.9144237e+02	(2.8005275e+00 1.2031274e+00 5.3918926e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
90             	p_rgh          	-3.0412082e+01	(2.7313375e+00 2.5862768e+00 6.5269203e+00)	2.0538431e+01	(2.7313716e+00 2.5500000e+00 3.1884849e-02)
91             	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	1.1132129e+01	(2.8696789e+00 2.5810882e+00 6.9673534e+00)
91             	T              	2.9144236e+02	(2.8005275e+00 1.2031274e+00 5.3918926e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
91             	p_rgh          	-3.0637631e+01	(2.7313375e+00 2.5862768e+00 6.5269203e+00)	2.1047815e+01	(2.7313716e+00 2.5500000e+00 3.1884849e-02)
92             	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	1.0979810e+01	(2.8696789e+00 2.5810882e+00 6.9673534e+00)
92             	T              	2.9144231e+02	(2.8005276e+00 1.2718736e+00 5.3918346e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
92             	p_rgh          	-3.0845491e+01	(2.7313375e+00 2.5862768e+00 6.5269203e+00)	2.1526405e+01	(2.7313716e+00 2.5500000e+00 3.1884849e-02)
93             	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	1.0821201e+01	(2.8696789e+00 2.5810882e+00 6.9673534e+00)
93             	T              	2.9144226e+02	(2.8005276e+00 1.2718736e+00 5.3918346e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
93             	p_rgh          	-3.1037205e+01	(2.7313375e+00 2.5862768e+00 6.5269203e+00)	2.1995363e+01	(2.7313716e+00 2.5500000e+00 3.1884849e-02)
94             	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	1.0658943e+01	(2.8696789e+00 2.5810882e+00 6.9673534e+00)
94             	T              	2.9144224e+02	(2.8005276e+00 1.2718736e+00 5.3918346e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
94             	p_rgh          	-3.1213379e+01	(2.7313375e+00 2.5862768e+00 6.5269203e+00)	2.2445171e+01	(2.7313716e+00 2.5500000e+00 3.1884849e-02)
95             	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	1.0495338e+01	(2.8696789e+00 2.5810882e+00 6.9673534e+00)
95             	T              	2.9144224e+02	(2.8005276e+00 1.2718736e+00 5.3918346e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
95             	p_rgh          	-3.1374798e+01	(2.7313375e+00 2.5862768e+00 6.5269203e+00)	2.2874685e+01	(2.7313716e+00 2.5500000e+00 3.1884849e-02)
96             	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	1.0331884e+01	(2.8696789e+00 2.5810882e+00 6.9673534e+00)
96             	T              	2.9144226e+02	(2.8005276e+00 1.2718736e+00 5.3918346e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
96             	p_rgh          	-3.1520711e+01	(2.7313375e+00 2.5862768e+00 6.5269203e+00)	2.3292070e+01	(2.7313716e+00 2.5500000e+00 3.1884849e-02)
97             	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	1.0170050e+01	(2.8696789e+00 2.5810882e+00 6.9673534e+00)
97             	T              	2.9144228e+02	(2.8005276e+00 1.2718736e+00 5.3918346e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
97             	p_rgh          	-3.1648699e+01	(2.7313375e+00 2.5862768e+00 6.5269203e+00)	2.3696483e+01	(2.7313716e+00 2.5500000e+00 3.1884849e-02)
98             	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	1.0011632e+01	(2.8696789e+00 2.5810882e+00 6.9673534e+00)
98             	T              	2.9144232e+02	(2.8005276e+00 1.2718736e+00 5.3918346e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
98             	p_rgh          	-3.1759962e+01	(2.7313375e+00 2.5862768e+00 6.5269203e+00)	2.4076967e+01	(2.7313716e+00 2.5500000e+00 3.1884849e-02)
99             	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.8583279e+00	(2.8696789e+00 2.5810882e+00 6.9673534e+00)
99             	T              	2.9144235e+02	(2.8005275e+00 1.2031274e+00 5.3918926e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
99             	p_rgh          	-3.1855773e+01	(2.7313375e+00 2.5862768e+00 6.5269203e+00)	2.4439489e+01	(2.7313716e+00 2.5500000e+00 3.1884849e-02)
100            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7111754e+00	(2.8696789e+00 2.5810882e+00 6.9673534e+00)
100            	T              	2.9144237e+02	(2.8005275e+00 1.2031274e+00 5.3918926e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
100            	p_rgh          	-3.1937058e+01	(2.7313375e+00 2.5862768e+00 6.5269203e+00)	2.4783376e+01	(2.7313716e+00 2.5500000e+00 3.1884849e-02)
101            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.5706933e+00	(2.8696789e+00 2.5810882e+00 6.9673534e+00)
